PLOT 2010-05-04      5 60960000 
PLOT 2010-05-05      5 63120000 
PLOT 2010-05-06      4 52680000 
PLOT 2010-05-07     11 132600000 
PLOT 2010-05-08      3 38400000 
PLOT 2010-05-09      3 31500000 
PLOT 2010-05-10      5 55260000 
PLOT 2010-05-11      3 43920000 
PLOT 2010-05-12      2 31620000 
PLOT 2010-05-13     10 142140000 
PLOT 2010-05-14      3 41880000 
PLOT 2010-05-15      4 58680000 
PLOT 2010-05-16      7 104340000 
PLOT 2010-05-17      5 59880000 
PLOT 2010-05-18      5 77100000 
PLOT 2010-05-19     12 160680000 
PLOT 2010-05-20     22 269640000 
PLOT 2010-05-21      1 11400000 
PLOT 2010-05-22      9 83640000 
PLOT 2010-05-23      3 35640000 
PLOT 2010-05-24      1 13620000 
PLOT 2010-05-25      0      0 
PLOT 2010-05-26     30 301980000 
PLOT 2010-05-27     57 581640000 
PLOT 2010-05-28      0      0 
PLOT 2010-05-29      2 22500000 
PLOT 2010-05-30     61 547080000 
PLOT 2010-05-31     57 573900000 
PLOT 2010-06-01      6 78180000 
PLOT 2010-06-02      9 84960000 
PLOT 2010-06-03      8 122520000 
PLOT 2010-06-04     16 222120000 
PLOT 2010-06-05      9 102420000 
PLOT 2010-06-06      7 104700000 
PLOT 2010-06-07     19 129480000 
PLOT 2010-06-08     26 203640000 
PLOT 2010-06-09     11 83400000 
PLOT 2010-06-10     25 188460000 
PLOT 2010-06-11     18 117480000 
PLOT 2010-06-12     13 90000000 
PLOT 2010-06-13     17 132300000 
PLOT 2010-06-14     19 126240000 
PLOT 2010-06-15     12 71640000 
PLOT 2010-06-16     29 204000000 
PLOT 2010-06-17     46 491040000 
PLOT 2010-06-18     61 548760000 
PLOT 2010-06-19     61 574500000 
PLOT 2010-06-20     43 397560000 
PLOT 2010-06-21     50 491520000 
PLOT 2010-06-22     65 605220000 
PLOT 2010-06-23     77 773820000 
PLOT 2010-06-24     25 247620000 
PLOT 2010-06-25      0      0 
PLOT 2010-06-26      7 62040000 
PLOT 2010-06-27      0      0 
PLOT 2010-06-28     23 22080000 
PLOT 2010-06-29     65 690840000 
PLOT 2010-06-30     60 591480000 
PLOT 2010-07-01      0      0 
PLOT 2010-07-02      0      0 
PLOT 2010-07-03      0      0 
PLOT 2010-07-04      0      0 
PLOT 2010-07-05      0      0 
PLOT 2010-07-06      0      0 
PLOT 2010-07-07      0      0 
PLOT 2010-07-08      0      0 
PLOT 2010-07-09      0      0 
PLOT 2010-07-10      0      0 
PLOT 2010-07-11      0      0 
PLOT 2010-07-12      0      0 
PLOT 2010-07-13      0      0 
PLOT 2010-07-14      0      0 
PLOT 2010-07-15      0      0 
PLOT 2010-07-16      0      0 
PLOT 2010-07-17      0      0 
PLOT 2010-07-18      0      0 
PLOT 2010-07-19      0      0 
PLOT 2010-07-20      0      0 
PLOT 2010-07-21      0      0 
PLOT 2010-07-22      0      0 
PLOT 2010-07-23      0      0 
PLOT 2010-07-24      0      0 
PLOT 2010-07-25      0      0 
PLOT 2010-07-26      0      0 
PLOT 2010-07-27      0      0 
PLOT 2010-07-28      0      0 
PLOT 2010-07-29      0      0 
PLOT 2010-07-30      0      0 
PLOT 2010-07-31      0      0 
PLOT 2010-08-01      0      0 
PLOT 2010-08-02      0      0 
PLOT 2010-08-03      0      0 
PLOT 2010-08-04      0      0 
PLOT 2010-08-05      0      0 
PLOT 2010-08-06      0      0 
PLOT 2010-08-07      0      0 
PLOT 2010-08-08      0      0 
PLOT 2010-08-09      0      0 
PLOT 2010-08-10      0      0 
PLOT 2010-08-11      0      0 
PLOT 2010-08-12      0      0 
PLOT 2010-08-13      0      0 
PLOT 2010-08-14      0      0 
PLOT 2010-08-15      0      0 
PLOT 2010-08-16      0      0 
PLOT 2010-08-17      0      0 
PLOT 2010-08-18      0      0 
PLOT 2010-08-19      0      0 
PLOT 2010-08-20      0      0 
PLOT 2010-08-21      0      0 
PLOT 2010-08-22      0      0 
PLOT 2010-08-23     15 33360000 
PLOT 2010-08-24      3 10500000 
PLOT 2010-08-25     13 28260000 
PLOT 2010-08-26      8 20340000 
PLOT 2010-08-27      7 19440000 
PLOT 2010-08-28      7 14160000 
PLOT 2010-08-29      9 24060000 
PLOT 2010-08-30      9 21420000 
PLOT 2010-08-31      9 21180000 
PLOT 2010-09-01      9 37260000 
PLOT 2010-09-02     12 25080000 
PLOT 2010-09-03      6 16920000 
PLOT 2010-09-04     13 25260000 
PLOT 2010-09-05      7 80700000 
PLOT 2010-09-06      8 70860000 
PLOT 2010-09-07     17 258900000 
PLOT 2010-09-08     13 158100000 
PLOT 2010-09-09     20 123900000 
PLOT 2010-09-10      9 25920000 
PLOT 2010-09-11      8 21420000 
PLOT 2010-09-12     10 28980000 
PLOT 2010-09-13      6 15600000 
PLOT 2010-09-14      2 14100000 
PLOT 2010-09-15      3 41940000 
PLOT 2010-09-16      2 5100000 
PLOT 2010-09-17      7 23280000 
PLOT 2010-09-18      6 17700000 
PLOT 2010-09-19      9 73320000 
PLOT 2010-09-20      6 18180000 
PLOT 2010-09-21      0      0 
PLOT 2010-09-22      5 14700000 
PLOT 2010-09-23      5 14580000 
PLOT 2010-09-24      5 11520000 
PLOT 2010-09-25      4 9300000 
PLOT 2010-09-26      7 10020000 
PLOT 2010-09-27      7 9180000 
PLOT 2010-09-28      7 8640000 
PLOT 2010-09-29      7 24900000 
PLOT 2010-09-30      8 21300000 
PLOT 2010-10-01      3 39420000 
PLOT 2010-10-02      0      0 
PLOT 2010-10-03      0      0 
PLOT 2010-10-04      6      0 
PLOT 2010-10-05      3 56520000 
PLOT 2010-10-06      2 47220000 
PLOT 2010-10-07      0      0 
PLOT 2010-10-08      0      0 
